scenario,model,seed,step,alive_population,births_this_step,deaths_this_step,p_one_alive,shannon_diversity_alive,theta_mean_alive,theta_std_alive,mean_resource_score_alive,opposite_interaction_rate
basis_selection,no_inheritance,18,34,80,10,10,0.4125,0.9777945702913884,1.559947432685991,0.6900469712365449,0.6408112290832655,0.5142857142857142
basis_selection,no_inheritance,18,35,80,15,15,0.4125,0.9777945702913884,1.5833002208420184,0.7090957688633044,0.6289697967052528,0.4307692307692308
basis_selection,no_inheritance,18,36,80,9,9,0.4625,0.9959386076315955,1.5941312133721943,0.7055288427929812,0.6307392703620146,0.4647887323943662
basis_selection,no_inheritance,18,37,80,19,19,0.4125,0.9777945702913884,1.610965414271055,0.7170620120956275,0.6236955471064677,0.5081967213114754
basis_selection,no_inheritance,18,38,80,9,9,0.3875,0.9631672450918832,1.6734887122882216,0.7071276987575206,0.6237352869708884,0.5633802816901409
basis_selection,no_inheritance,18,39,80,8,8,0.3875,0.9631672450918832,1.6403838548649048,0.6827397928886104,0.6391382052608741,0.6527777777777778
basis_selection,no_inheritance,18,40,78,12,14,0.41025641025641024,0.97663491144401,1.5595736365288602,0.7038283738499664,0.6323553690894675,0.5757575757575758
basis_selection,no_inheritance,18,41,74,10,14,0.40540540540540543,0.9740248644357521,1.5437152292730723,0.6729077002482515,0.650372865946678,0.53125
basis_selection,no_inheritance,18,42,72,13,15,0.4305555555555556,0.9860400318404436,1.586342596339201,0.6641320403280362,0.6544061472133672,0.4406779661016949
basis_selection,no_inheritance,18,43,80,16,8,0.4375,0.9886994082884974,1.5505275226218718,0.6625654732293276,0.6567153463654417,0.5
basis_selection,no_inheritance,18,44,80,13,13,0.4625,0.9959386076315955,1.61545777110167,0.6712889731604313,0.6494096888841323,0.4626865671641791
basis_selection,no_inheritance,18,45,80,7,7,0.45,0.9927744539878084,1.6144272843629792,0.700311737750024,0.6333531752755611,0.5205479452054794
basis_selection,no_inheritance,18,46,80,9,9,0.4125,0.9777945702913884,1.5915663292244115,0.7083251302955114,0.6300969190967256,0.5070422535211268
basis_selection,no_inheritance,18,47,80,11,11,0.3875,0.9631672450918832,1.5789515796154479,0.6618376139545241,0.6557977215943673,0.42028985507246375
basis_selection,no_inheritance,18,48,80,11,11,0.375,0.9544340029249649,1.5350091314279943,0.6772594372572471,0.6483354988696373,0.4057971014492754
basis_selection,no_inheritance,18,49,72,8,16,0.375,0.9544340029249649,1.5035615123147503,0.6830098413648957,0.6439567273573198,0.40625
basis_selection,no_inheritance,18,50,75,16,13,0.37333333333333335,0.9531971725430559,1.4795393832003754,0.7257653642686877,0.6201524007761606,0.559322033898305
basis_selection,no_inheritance,18,51,78,17,14,0.4230769230769231,0.9828586897127056,1.4664012068301102,0.7512728002969649,0.6059104679952453,0.4918032786885246
basis_selection,no_inheritance,18,52,80,12,10,0.4125,0.9777945702913884,1.4957073038713526,0.771687686263051,0.5964941959775819,0.5294117647058824
basis_selection,no_inheritance,18,53,80,15,15,0.4125,0.9777945702913884,1.5099722133738218,0.7491114354532024,0.6101020554674234,0.4461538461538462
basis_selection,no_inheritance,18,54,80,12,12,0.4375,0.9886994082884974,1.5430521772793604,0.6975693416010691,0.6397019069121607,0.6029411764705882
basis_selection,no_inheritance,18,55,80,8,8,0.45,0.9927744539878084,1.563358871298963,0.679774180263713,0.6496783205971004,0.5416666666666666
basis_selection,no_inheritance,18,56,80,12,12,0.45,0.9927744539878084,1.5162450447082585,0.6972129841702316,0.6399910066890174,0.4852941176470588
basis_selection,no_inheritance,18,57,80,8,8,0.4875,0.9995491108252484,1.553190586599896,0.702355578500861,0.6375193647532391,0.5138888888888888
basis_selection,no_inheritance,18,58,80,9,9,0.525,0.99819587904281,1.5675723669139008,0.7000980656915394,0.6373095266897838,0.5211267605633803
basis_selection,no_inheritance,18,59,80,8,8,0.5375,0.9959386076315955,1.6071216162761197,0.6852310977019543,0.6435832855350672,0.5833333333333334
basis_selection,no_inheritance,18,60,80,13,13,0.525,0.99819587904281,1.5837244032055364,0.6983804968034817,0.6377994751978272,0.40298507462686567
basis_selection,no_inheritance,18,61,80,6,6,0.525,0.99819587904281,1.6176745186732255,0.6926665104210956,0.6390315568149993,0.527027027027027
basis_selection,no_inheritance,18,62,80,8,8,0.5,1.0,1.594618679239199,0.6741666346362483,0.6504748054099492,0.4027777777777778
basis_selection,no_inheritance,18,63,80,16,16,0.5625,0.9886994082884974,1.7082263773303563,0.6656351877208115,0.6402467471224667,0.4375
basis_selection,no_inheritance,18,64,80,13,13,0.5125,0.9995491108252484,1.6404110367614422,0.6860430804618335,0.6365444848206528,0.5373134328358209
basis_selection,no_inheritance,19,0,24,0,0,0.3333333333333333,0.9182958340544896,1.6523419961105024,0.6244340420651251,0.6725762307030722,0.0
basis_selection,no_inheritance,19,1,24,1,1,0.375,0.9544340029249649,1.6646828109948002,0.634731033802018,0.6657467609582765,0.5217391304347826
basis_selection,no_inheritance,19,2,25,3,2,0.36,0.9426831892554922,1.5896040367234923,0.6867566787850251,0.6446339368246747,0.6363636363636364
basis_selection,no_inheritance,19,3,26,5,4,0.5,1.0,1.6987484930254875,0.6918576751064733,0.6321536034059452,0.2857142857142857
basis_selection,no_inheritance,19,4,34,9,1,0.5,1.0,1.7052436424344741,0.7060175897205936,0.6217106220269581,0.56
basis_selection,no_inheritance,19,5,42,9,1,0.47619047619047616,0.9983636725938131,1.6762873061537495,0.7172247529229905,0.6190914577288309,0.5757575757575758
basis_selection,no_inheritance,19,6,48,11,5,0.5,1.0,1.6932638932096804,0.7432001478921466,0.6022388789389753,0.5135135135135135
basis_selection,no_inheritance,19,7,51,11,8,0.4117647058823529,0.9774178175281716,1.574396394007112,0.7315386609071722,0.6213736052057124,0.5
basis_selection,no_inheritance,19,8,57,12,6,0.43859649122807015,0.9890934397021431,1.6029751667439698,0.7294525251129709,0.6218783443793605,0.5333333333333333
basis_selection,no_inheritance,19,9,64,14,7,0.421875,0.9823166080205501,1.555663937060143,0.7553584070850523,0.6068654723780673,0.58
basis_selection,no_inheritance,19,10,80,18,2,0.425,0.9837082626231857,1.5164478477154524,0.7196587762509045,0.627389646365202,0.46774193548387094
basis_selection,no_inheritance,19,11,80,8,8,0.4125,0.9777945702913884,1.5226135498453828,0.7191317119577292,0.627956507575165,0.4305555555555556
basis_selection,no_inheritance,19,12,80,15,15,0.4375,0.9886994082884974,1.5644846964273318,0.721642266195015,0.6274122561998646,0.49230769230769234
basis_selection,no_inheritance,19,13,80,10,10,0.4375,0.9886994082884974,1.5492173510895924,0.7437764800593241,0.6145071973125054,0.5142857142857142
basis_selection,no_inheritance,19,14,80,12,12,0.45,0.9927744539878084,1.5982406411997978,0.7386518929564526,0.616025846332592,0.4852941176470588
basis_selection,no_inheritance,19,15,80,13,13,0.4375,0.9886994082884974,1.6046769511121588,0.7146908441379609,0.6295218203545543,0.5223880597014925
basis_selection,no_inheritance,19,16,80,11,11,0.4875,0.9995491108252484,1.6573384660034347,0.7297027414012528,0.6166783409503676,0.5797101449275363
basis_selection,no_inheritance,19,17,80,10,10,0.4625,0.9959386076315955,1.6993780666103278,0.7408823545812643,0.6067983174329828,0.4857142857142857
basis_selection,no_inheritance,19,18,80,14,14,0.475,0.99819587904281,1.7167237953819368,0.7704503482611252,0.5859522856592911,0.42424242424242425
basis_selection,no_inheritance,19,19,80,15,15,0.4625,0.9959386076315955,1.6121701744445858,0.7660275031636781,0.598624257711574,0.5846153846153846
basis_selection,no_inheritance,19,20,80,8,8,0.475,0.99819587904281,1.6310914986621168,0.7423351243590922,0.6110233706317925,0.4444444444444444
basis_selection,no_inheritance,19,21,80,13,13,0.4875,0.9995491108252484,1.620613455520909,0.7507623307511933,0.607020496911377,0.47761194029850745
basis_selection,no_inheritance,19,22,80,6,6,0.4875,0.9995491108252484,1.6375236321236681,0.7612516507496812,0.599520331433322,0.527027027027027
basis_selection,no_inheritance,19,23,80,14,14,0.475,0.99819587904281,1.5134808576662313,0.7708594659882632,0.5985840934484064,0.5454545454545454
basis_selection,no_inheritance,19,24,80,11,11,0.475,0.99819587904281,1.481359764753741,0.7813041807412241,0.5911840592711475,0.6231884057971014
basis_selection,no_inheritance,19,25,80,11,11,0.425,0.9837082626231857,1.4472542602115603,0.7677381437594251,0.5969265611533114,0.391304347826087
basis_selection,no_inheritance,19,26,80,11,11,0.4375,0.9886994082884974,1.4571063038488092,0.7977996709122935,0.5804415419812834,0.5942028985507246
basis_selection,no_inheritance,19,27,80,7,7,0.425,0.9837082626231857,1.471614117244901,0.798319504379804,0.5805162718184504,0.3972602739726027
basis_selection,no_inheritance,19,28,80,14,14,0.4125,0.9777945702913884,1.4986904124476896,0.8006085729381324,0.5786238572706263,0.5757575757575758
basis_selection,no_inheritance,19,29,80,13,13,0.3875,0.9631672450918832,1.5165213661181056,0.7930292126830794,0.5834424560810083,0.4925373134328358
basis_selection,no_inheritance,19,30,80,8,8,0.4,0.9709505944546686,1.5217465448891125,0.7930359250054451,0.5837797492426035,0.4027777777777778
basis_selection,no_inheritance,19,31,80,14,14,0.45,0.9927744539878084,1.6209374835651738,0.7854952883031444,0.5843864423189172,0.5151515151515151
basis_selection,no_inheritance,19,32,80,13,13,0.4125,0.9777945702913884,1.6033722343349506,0.80182899634847,0.5762255956750186,0.44776119402985076
basis_selection,no_inheritance,19,33,80,11,11,0.425,0.9837082626231857,1.6131980116228235,0.7747900295086573,0.5911594376554676,0.6376811594202898
basis_selection,no_inheritance,19,34,80,14,14,0.4125,0.9777945702913884,1.581261903559249,0.7584793957357184,0.603112145157007,0.4090909090909091
basis_selection,no_inheritance,19,35,80,8,8,0.4,0.9709505944546686,1.596536662819816,0.754110293438034,0.6054553071171112,0.375
basis_selection,no_inheritance,19,36,80,8,8,0.425,0.9837082626231857,1.5986002563739898,0.7516573921847348,0.6077416447645352,0.5
basis_selection,no_inheritance,19,37,80,12,12,0.3875,0.9631672450918832,1.50724313431956,0.7640228183541549,0.6009392728990461,0.4852941176470588
basis_selection,no_inheritance,19,38,80,14,14,0.4,0.9709505944546686,1.6518939523925469,0.768587604583628,0.5931056881096168,0.3787878787878788
basis_selection,no_inheritance,19,39,80,12,12,0.4125,0.9777945702913884,1.6027800455781382,0.7658044787908884,0.597258382045631,0.5147058823529411
basis_selection,no_inheritance,19,40,80,7,7,0.4125,0.9777945702913884,1.6016488611493762,0.7496982345604328,0.6073103044386488,0.5068493150684932
basis_selection,no_inheritance,19,41,80,13,13,0.4375,0.9886994082884974,1.5549349656904283,0.7954350334342359,0.5808048349596847,0.3880597014925373
basis_selection,no_inheritance,19,42,80,15,15,0.475,0.99819587904281,1.7075434815317743,0.7818390339460405,0.5753966527788469,0.4
basis_selection,no_inheritance,19,43,80,12,12,0.525,0.99819587904281,1.7407172547070864,0.728976594384492,0.5999659393068866,0.4411764705882353
basis_selection,no_inheritance,19,44,80,11,11,0.525,0.99819587904281,1.703222857238444,0.7312832206263882,0.6038792801374386,0.4492753623188406
basis_selection,no_inheritance,19,45,80,12,12,0.55,0.9927744539878084,1.7325510792525152,0.7098149858658667,0.6117451325553022,0.5735294117647058
basis_selection,no_inheritance,19,46,80,8,8,0.5625,0.9886994082884974,1.7719870432497313,0.6942825743225969,0.6137343246577319,0.4861111111111111
basis_selection,no_inheritance,19,47,80,12,12,0.5375,0.9959386076315955,1.7531888839777054,0.7057126485487317,0.6121034078408083,0.5
basis_selection,no_inheritance,19,48,80,7,7,0.5625,0.9886994082884974,1.7092249881743435,0.7056243678554861,0.618951823763373,0.547945205479452
basis_selection,no_inheritance,19,49,80,13,13,0.5875,0.9777945702913884,1.7300963229112192,0.6783213622649765,0.6314006077310429,0.373134328358209
basis_selection,no_inheritance,19,50,80,4,4,0.5875,0.9777945702913884,1.7235135324221063,0.6796079304132708,0.6318396256271461,0.4473684210526316
basis_selection,no_inheritance,19,51,80,13,13,0.5125,0.9995491108252484,1.7032486808945582,0.7490629311017156,0.5967346432156952,0.44776119402985076
basis_selection,no_inheritance,19,52,80,11,11,0.5,1.0,1.6451598776492418,0.743214543438652,0.6073607057094327,0.5072463768115942
basis_selection,no_inheritance,19,53,80,9,9,0.4875,0.9995491108252484,1.600808863665033,0.7352575128573947,0.6138421691096614,0.5211267605633803
basis_selection,no_inheritance,19,54,80,12,12,0.5,1.0,1.6312356602716622,0.7325002359438533,0.6129139861249274,0.5147058823529411
basis_selection,no_inheritance,19,55,80,10,10,0.4875,0.9995491108252484,1.5785376073421418,0.747646016885426,0.6069042882364609,0.4857142857142857
basis_selection,no_inheritance,19,56,75,13,18,0.48,0.9988455359952018,1.647448993432264,0.7226818825251229,0.6157673725051005,0.46774193548387094
basis_selection,no_inheritance,19,57,80,15,10,0.4875,0.9995491108252484,1.6509452453687712,0.7093398483623914,0.6234112946070668,0.5384615384615384
basis_selection,no_inheritance,19,58,80,7,7,0.475,0.99819587904281,1.6170296160273672,0.7151760068142453,0.6238874231434436,0.410958904109589
basis_selection,no_inheritance,19,59,80,8,8,0.5,1.0,1.5920087387348867,0.7114717383973858,0.6281564305927907,0.5277777777777778
basis_selection,no_inheritance,19,60,80,9,9,0.4875,0.9995491108252484,1.6293365258615935,0.7072518124924476,0.6278301908288968,0.5070422535211268
basis_selection,no_inheritance,19,61,80,14,14,0.5125,0.9995491108252484,1.6336656253086734,0.6563992334267029,0.655289403914968,0.45454545454545453
basis_selection,no_inheritance,19,62,80,11,11,0.4625,0.9959386076315955,1.617683586881752,0.6947036858183493,0.6357896925366641,0.42028985507246375
basis_selection,no_inheritance,19,63,80,10,10,0.4625,0.9959386076315955,1.6181803663432042,0.7196962881168076,0.6238103323082141,0.42857142857142855
basis_selection,no_inheritance,19,64,80,8,8,0.475,0.99819587904281,1.581965147823834,0.709733901345805,0.6314107651469862,0.4861111111111111
basis_selection,no_inheritance,20,0,24,0,0,0.375,0.9544340029249649,1.4692668480690732,0.8026668953161648,0.5838261985268764,0.0
basis_selection,no_inheritance,20,1,25,3,2,0.36,0.9426831892554922,1.4727010493196906,0.7533174128391784,0.6137033279096535,0.5909090909090909
basis_selection,no_inheritance,20,2,30,5,0,0.43333333333333335,0.9871377743721863,1.530468028038117,0.797801761215284,0.5885353888342553,0.6
basis_selection,no_inheritance,20,3,37,9,2,0.4594594594594595,0.9952525494396791,1.611467357075778,0.8130569748210299,0.5754304592952604,0.42857142857142855
basis_selection,no_inheritance,20,4,50,15,2,0.52,0.9988455359952018,1.6706151990694766,0.7673201211328582,0.5966068767715565,0.4857142857142857
basis_selection,no_inheritance,20,5,59,15,6,0.4406779661016949,0.989822055963581,1.5897298023547817,0.7742959296722246,0.5969909292905994,0.5227272727272727
basis_selection,no_inheritance,20,6,60,9,8,0.48333333333333334,0.9991983542636398,1.690339089979613,0.7207484342942868,0.6186464092612574,0.45098039215686275
basis_selection,no_inheritance,20,7,61,13,12,0.4426229508196721,0.9904799742690307,1.5779959428201282,0.7330989683657587,0.6202440807414157,0.4583333333333333
basis_selection,no_inheritance,20,8,62,12,11,0.41935483870967744,0.9811522341999133,1.5952852274415996,0.6896237134445465,0.6425013574791598,0.58
basis_selection,no_inheritance,20,9,71,15,6,0.43661971830985913,0.9883779727795042,1.6291883573127626,0.6750841514349998,0.6483349408850807,0.4642857142857143
basis_selection,no_inheritance,20,10,75,15,11,0.4,0.9709505944546686,1.5806990764053173,0.7271964958370548,0.6226463201478839,0.5
basis_selection,no_inheritance,20,11,77,11,9,0.44155844155844154,0.9901226308935798,1.5664514954927302,0.7617090487256551,0.6025911913162272,0.5606060606060606
basis_selection,no_inheritance,20,12,80,19,16,0.4,0.9709505944546686,1.5120514287532596,0.7260942619462284,0.6233608506678191,0.5245901639344263
basis_selection,no_inheritance,20,13,80,9,9,0.4,0.9709505944546686,1.4582949809129293,0.708807211757904,0.6301316920647435,0.49295774647887325
basis_selection,no_inheritance,20,14,80,14,14,0.4375,0.9886994082884974,1.4681712315343127,0.7410180157292094,0.613653318845328,0.48484848484848486
basis_selection,no_inheritance,20,15,80,3,3,0.4625,0.9959386076315955,1.5073609966002466,0.7298721016354122,0.6209902600080428,0.5064935064935064
basis_selection,no_inheritance,20,16,80,12,12,0.4625,0.9959386076315955,1.5184038107166071,0.7015906181995092,0.6364131030386436,0.47058823529411764
basis_selection,no_inheritance,20,17,80,10,10,0.475,0.99819587904281,1.5154706954548505,0.7103357707015735,0.6314645161415251,0.4714285714285714
basis_selection,no_inheritance,20,18,80,11,11,0.4875,0.9995491108252484,1.492922034903021,0.7270135732511284,0.6216549790573935,0.5652173913043478
